OD,GFP,Well,Replicate,Kan,Plasmid,Day,PCN,GFP/OD,log10(GFP/OD),tet,Selection
0.9828000068664551,6178,C11,2,0,pUC,17,200.0,4820.549769680871,3.683096571085976,10,False
0.8324000239372253,5240,D11,3,0,pUC,17,200.0,4551.786658317143,3.6581818985348815,10,False
0.8601999878883362,4836,E11,4,0,pUC,17,200.0,3905.008103629174,3.5916219394573092,10,False
1.1059000492095947,6592,F11,5,0,pUC,17,200.0,4652.2446678210845,3.6676625467895203,10,False
0.9496999979019165,7111,B4,1,1,pBR322,18,60.0,5586.159757639477,3.747113351857134,10,False
0.8353000283241272,6295,C4,2,1,pBR322,18,60.0,5362.892853116186,3.7293991201468755,10,False
0.7526000142097473,5858,D4,3,1,pBR322,18,60.0,5372.066044219804,3.730141343249081,10,False
0.9911999702453613,7326,E4,4,1,pBR322,18,60.0,5568.419225003893,3.7457319242052582,10,False
0.9772999882698059,7553,F4,5,1,pBR322,18,60.0,5894.148936972344,3.770421105672036,10,False
1.021399974822998,8310,B5,1,1,CloDF13,18,100.0,6402.076552933733,3.8063208629224405,10,False
0.7139999866485596,5835,C5,2,1,CloDF13,18,100.0,5646.73292068669,3.751797246951501,10,False
